time,seconds_elapsed,z,y,x
1714065775523548400,0.15254833984375,-0.038979530334472656,-0.006001830101013184,0.006341367959976196
1714065775533625000,0.162625,-0.04247760772705078,0.005276530981063843,0.005842775106430054
1714065775543701800,0.17270166015625,0.015439033508300781,0.038144975900650024,0.03773343563079834
1714065775553778400,0.1827783203125,-0.009814262390136719,0.06389933824539185,0.051706090569496155
1714065775563855000,0.192855224609375,-0.15471553802490234,0.06076937913894653,-0.03299438953399658
1714065775573932000,0.20293212890625,0.02060222625732422,0.003310650587081909,-0.047149211168289185
1714065775584008700,0.2130087890625,-0.00307464599609375,-0.012362539768218994,-0.03005865216255188
1714065775594085400,0.22308544921875,-0.07397079467773438,-0.006415456533432007,-0.02337026596069336
1714065775604162300,0.233162353515625,0.004719734191894531,0.008154243230819702,0.031682342290878296
1714065775614239000,0.243239013671875,-0.07858467102050781,0.011081278324127197,0.002642393112182617
1714065775624315600,0.253315673828125,0.21220111846923828,0.04619365930557251,0.07941365242004395
1714065775634392600,0.263392578125,0.015003204345703125,0.0774918645620346,-0.024408578872680664
1714065775644469500,0.273469482421875,-0.5435981750488281,0.267932265996933,-0.038667231798172
1714065775654546200,0.283546142578125,0.668583869934082,-0.16788023710250854,-0.06992858648300171
1714065775664623000,0.293623046875,0.18753528594970703,-0.0447116494178772,0.12045526504516602
1714065775674700000,0.303699951171875,-0.42884254455566406,-0.10408228635787964,0.015210598707199097
1714065775684776700,0.313776611328125,0.31110477447509766,-0.05762419104576111,-0.054072290658950806
1714065775694853600,0.323853515625,-0.039134979248046875,0.08202581107616425,-0.026377111673355103
1714065775704930600,0.3339306640625,-0.2236928939819336,0.2039688527584076,0.03234872221946716
1714065775715007500,0.344007568359375,-0.007864952087402344,0.03597018122673035,-0.014476150274276733
1714065775725084400,0.35408447265625,0.15843582153320312,-0.0640878975391388,0.020854204893112183
1714065775735118800,0.364118896484375,-0.10115432739257812,-0.08459010720252991,0.024931371212005615
1714065775744998400,0.373998291015625,0.04332542419433594,-0.10080412030220032,-0.0010374486446380615
1714065775754878700,0.383878662109375,0.039562225341796875,0.048069149255752563,0.003823906183242798
1714065775764758300,0.39375830078125,-0.15630149841308594,0.13067996501922607,0.0015897154808044434
1714065775774637000,0.403636962890625,0.03878211975097656,0.031904518604278564,-0.009842753410339355
