time,seconds_elapsed,z,y,x
1714065828826134500,0.107134521484375,0,0,0
1714065828844227000,0.12522705078125,0.004004478454589844,-0.017376869916915894,-0.023753881454467773
1714065828862319900,0.14331982421875,-0.05742931365966797,0.023343950510025024,0.020963191986083984
1714065828880412400,0.161412353515625,-0.04577445983886719,-0.006566107273101807,-0.0016337037086486816
1714065828898505200,0.179505126953125,0.037319183349609375,-0.019822031259536743,-0.025326907634735107
1714065828916598000,0.197597900390625,0.004651069641113281,0.01162874698638916,0.026305437088012695
1714065828934690600,0.215690673828125,-0.0702505111694336,0.016771167516708374,-0.023253560066223145
1714065828952783400,0.233783447265625,-0.011864662170410156,-0.011944591999053955,-0.0038067102432250977
1714065828970876200,0.251876220703125,0.07785224914550781,-0.009517312049865723,0.036180198192596436
1714065828988968700,0.26996875,-0.027456283569335938,0.02116978168487549,-0.029198825359344482
1714065829007061500,0.2880615234375,-0.06562995910644531,0.012965738773345947,0.010882735252380371
1714065829025154300,0.306154296875,0.048152923583984375,-0.04093465209007263,-0.0030243396759033203
1714065829043246800,0.324246826171875,0.043285369873046875,0.01839199662208557,-0.0011593103408813477
1714065829061339600,0.342339599609375,-0.061692237854003906,0.030732542276382446,-0.011010468006134033
1714065829079432400,0.360432373046875,-0.03619194030761719,-0.025364160537719727,0.010670244693756104
1714065829097525000,0.37852490234375,0.06581497192382812,0.0023665428161621094,0.012489140033721924
1714065829115617800,0.39661767578125,0.004180908203125,0.025577932596206665,-0.012349247932434082
1714065829133710300,0.41471044921875,-0.06894493103027344,0.008272349834442139,0.002128899097442627
1714065829151803100,0.43280322265625,0.009020805358886719,-0.023621320724487305,0.02097529172897339
1714065829169896000,0.45089599609375,0.058666229248046875,0.017325133085250854,0.004096388816833496
1714065829187988500,0.468988525390625,-0.034447669982910156,0.021073371171951294,0.008947312831878662
1714065829206081300,0.487081298828125,-0.0716714859008789,-0.01672080159187317,-0.00006729364395141602
1714065829224174000,0.505174072265625,0.051998138427734375,-0.02001318335533142,0.004936158657073975
1714065829242266600,0.5232666015625,0.02582073211669922,0.025175869464874268,0.005098581314086914
1714065829260359400,0.541359375,-0.06338119506835938,0.019597887992858887,0.0034258365631103516
1714065829278452200,0.5594521484375,-0.023349761962890625,-0.00838419795036316,0.015741586685180664
1714065829296544800,0.577544677734375,0.07034111022949219,-0.0029516220092773438,0.015521407127380371
1714065829314637600,0.595637451171875,-0.011713027954101562,0.04172350466251373,-0.0031654834747314453
1714065829332730400,0.61373046875,-0.07410526275634766,0.003486931324005127,-0.00041484832763671875
1714065829350823000,0.631822998046875,0.026719093322753906,-0.024233132600784302,0.023347079753875732
1714065829368915700,0.649915771484375,0.05816078186035156,0.01644754409790039,0.011523604393005371
1714065829387008300,0.66800830078125,-0.039427757263183594,0.023056775331497192,-0.007122635841369629
1714065829405101000,0.68610107421875,-0.04931831359863281,-0.0054641664028167725,0.009768068790435791
1714065829423193900,0.70419384765625,0.05274677276611328,-0.009382694959640503,0.007384538650512695
