time,seconds_elapsed,z,y,x
1714065715773761800,0.15676171875,0.062835693359375,0.021209485828876495,-0.047780126333236694
1714065715783841800,0.166841796875,0.07500267028808594,0.03391047567129135,-0.07632783055305481
1714065715793921300,0.17692138671875,-0.005759239196777344,0.04350024834275246,-0.0664554238319397
1714065715804001000,0.1870009765625,-0.07053184509277344,0.009240087121725082,-0.03638726472854614
1714065715814080300,0.197080322265625,-0.08001995086669922,-0.024282723665237427,0.017319440841674805
1714065715824159700,0.20715966796875,-0.02746295928955078,-0.02213461324572563,0.007460638880729675
1714065715834238700,0.21723876953125,0.0700845718383789,0.0018454007804393768,-0.01054200530052185
1714065715844318000,0.22731787109375,0.0832834243774414,0.035408731549978256,-0.056561172008514404
1714065715854397000,0.23739697265625,0.03094196319580078,0.04683234170079231,-0.057426661252975464
1714065715864476000,0.247475830078125,-0.06777381896972656,0.019462041556835175,-0.01779209077358246
1714065715874555000,0.257554931640625,-0.08210086822509766,-0.03345112130045891,0.006011664867401123
1714065715884633900,0.2676337890625,-0.03695964813232422,-0.04047529399394989,0.008168742060661316
1714065715894712600,0.277712646484375,0.0604095458984375,-0.004163689911365509,-0.0011313557624816895
1714065715904791300,0.287791259765625,0.08260917663574219,0.05092926695942879,-0.02367192506790161
1714065715914870000,0.2978701171875,0.05828380584716797,0.055643051862716675,-0.03621760010719299
1714065715924948700,0.30794873046875,-0.040434837341308594,0.01675693318247795,-0.016115352511405945
1714065715935027500,0.31802734375,-0.0708761215209961,-0.03424324095249176,0.003118768334388733
1714065715945106000,0.32810595703125,-0.04506206512451172,-0.05108638107776642,0.010097205638885498
1714065715955184600,0.3381845703125,0.03723430633544922,-0.025809358805418015,0.010035201907157898
1714065715965263000,0.34826318359375,0.08426475524902344,0.04448166489601135,-0.008570641279220581
1714065715975305000,0.358304931640625,0.07663440704345703,0.054610006511211395,-0.021907702088356018
1714065715985184000,0.36818408203125,-0.009228706359863281,0.0205388106405735,-0.007078126072883606
1714065715995063600,0.3780634765625,-0.0714120864868164,-0.012372191995382309,-0.006637051701545715
1714065716004944100,0.387944091796875,-0.06911468505859375,-0.039603691548109055,0.010117292404174805
1714065716014824000,0.397823974609375,0.02117156982421875,-0.012681983411312103,0.012442797422409058
1714065716024703000,0.407702880859375,0.08552932739257812,0.03198391944169998,-0.008622050285339355
1714065716034582800,0.417582763671875,0.099273681640625,0.04283197224140167,-0.02198699116706848
1714065716044463400,0.42746337890625,0.012707710266113281,0.018406942486763,-0.004872247576713562
1714065716054343200,0.43734326171875,-0.06911659240722656,-0.009864859282970428,-0.00674024224281311
